1807	2453	/calculadora-actualizacion-inflacion-ipc
1336	1847	/calculadora-actualizacion-alquiler-icl
727	1152	/calculadora-edad-exacta
679	767	/co/calculadora-recargo-dominical-festivo-colombia-2026
625	853	/calculadora-impuesto-ganancias-sueldo
345	836	/calculadora-contador-de-palabras-y-caracteres
301	316	/mx/calculadora-salario-diario-integrado-sdi-mexico
290	292	/py/salario-minimo-paraguay-2026
242	367	/calculadora-conversor-fahrenheit-a-celsius-horno
231	275	/calculadora-mundial-2026-bonus-jugador-fase
174	295	/calculadora-generacion-perteneces
169	226	/mx/calculadora-finiquito-liquidacion-mexico
168	180	/co/calculadora-gastos-notariales-registro-compraventa-2026
167	221	/calculadora-transfer-auto-costo-registro
166	229	/calculadora-costo-m2-construccion-argentina
159	206	/calculadora-monotributo-2026
155	190	/co/calculadora-aportes-arl-colombia-empleador-empleado-riesgo
153	221	/sueldo-en-mano-argentina
145	190	/calculadora-imc-infantil-percentil
143	219	/pe/calculadora-soat-peru-precio
141	169	/co/calculadora-horas-extras-colombia-2026
133	188	/calculadora-embarazo
133	187	/calculadora-bebidas-evento-litros-por-persona
132	271	/calculadora-resistencia-codigo-colores-4-5-bandas
130	132	/calculadora-mundial-2026-goles-argentina-repetir-titulo
126	176	/calculadora-interes-compuesto
126	145	/calculadora-ladrillos-por-m2-construccion
126	117	/co/calculadora-salario-minimo-colombia-2026-auxilio-transporte
124	216	/calculadora-plazo-fijo
123	160	/calculadora-liquidacion-final-empleada-casa-particular-despido-art-49
122	157	/calculadora-fecha-probable-parto
122	151	/calculadora-siembra-calendario-argentina-zona
117	156	/calculadora-gastos-escritura-compra-inmueble
116	164	/calculadora-iva-incluido-neto-discriminar
114	196	/calculadora-antiguedad-laboral
112	127	/co/calculadora-liquidacion-empleada-domestica-por-dias-colombia-2026
110	167	/calculadora-edad-gato-humano-formula-anos
108	165	/calculadora-dias-vacaciones-ley
105	168	/calculadora-semanas-embarazo
102	119	/calculadora-monotributo-categoria-2026-recategorizacion-julio
101	158	/calculadora-retencion-ganancias-rg-830
98	153	/calculadora-consumo-electrico-kwh-factura-luz
98	115	/co/calculadora-empleada-domestica-dias-colombia-2026
96	119	/calculadora-cuando-son-las-proximas-elecciones-por-pais
95	133	/calculadora-pintura-paredes-habitacion-litros
95	130	/co/calculadora-pila-independientes-colombia-2026
95	119	/calculadora-jubilacion-anses-monto-minimo-maxima-2026
94	123	/co/calculadora-reduccion-jornada-42-horas-colombia-2026
90	130	/co/calculadora-tabla-impuesto-renta-personas-naturales-colombia-2026
89	116	/calculadora-sueldo-gastronomico-uthgra-mozo-cocinero
87	112	/calculadora-carne-asado-kg-por-persona
87	89	/co/calculadora-liquidacion-laboral-colombia-completa-cesantias
85	121	/calculadora-edad-perro-anos-humanos
84	109	/ec/calculadora-pension-alimenticia-ecuador
82	105	/py/dolar-hoy-paraguay
81	124	/calculadora-cantidad-ladrillos-metro-cuadrado-pared
80	101	/calculadora-costo-peaje-ruta
80	100	/mx/calculadora-pension-imss-ley-73-mexico
79	97	/co/calculadora-impuesto-industria-comercio-ica-colombia-municipios
77	100	/calculadora-vacaciones-argentina
75	93	/calculadora-regla-de-tres-simple
74	101	/calculadora-talla-sosten-corpino
73	97	/uy/dolar-hoy-uruguay
73	87	/calculadora-presion-atmosferica-altitud-barometrica
72	84	/co/calculadora-sancion-extemporaneidad-dian-2026
71	106	/calculadora-sueldo-por-hora
71	104	/co/calculadora-recibo-luz-codensa-epm-colombia-estrato
70	85	/calculadora-vacaciones-empleada-casa-particular-antiguedad-dias
70	85	/calculadora-inflacion-acumulada-periodo
70	71	/calculadora-premios-mundial-2026-seleccion-por-fase
68	147	/py/cuanto-es-en-guaranies-peso-argentino
67	120	/mx/calculadora-credito-infonavit-descuento
67	74	/mx/calculadora-isn-impuesto-sobre-nominas-estado
66	88	/mx/calculadora-pago-provisional-isr-arrendamiento-mexico-2026
66	74	/co/calculadora-recargo-nocturno-colombia-2026
65	111	/conversor-celsius-fahrenheit-temperatura
65	93	/mx/calculadora-prima-antiguedad-mexico
64	73	/mx/calculadora-factor-integracion-salarial-imss-mexico
62	90	/conversor-pulgadas-a-centimetros
62	81	/calculadora-pintura-por-m2-litros-latas
62	77	/calculadora-comprar-anos-aportes-moratoria-previsional-cuotas
61	80	/ve/dolar-bcv-paralelo-bolivares-hoy
57	100	/calculadora-jubilacion-docente-ips-buenos-aires
57	96	/calculadora-cuota-alimentos-porcentaje-sueldo-hijo
57	68	/calculadora-split-gastos-grupo-amigos
57	67	/calculadora-aumento-alquiler-trimestral-cuatrimestral-semestral
57	65	/cl/calculadora-finiquito-chile-completo-causal-despido
56	95	/cl/calculadora-impuesto-herencias-donaciones-chile-tabla
56	92	/ec/calculadora-patente-municipal-ecuador
56	75	/calculadora-patente-auto-provincia
56	64	/calculadora-porcion-arroz-gramos-personas
55	73	/mx/calculadora-placas-auto-costo-mexico
54	84	/calculadora-porcentaje-grasa-corporal
54	70	/calculadora-impuesto-sellos-inmueble-contrato
54	66	/calculadora-sueldo-empleados-comercio-cct-130-75
54	64	/calculadora-horario-llegada-zona-horaria
53	85	/conversor-numeros-romanos-arabigos
53	70	/mx/calculadora-finiquito-mexico-completo-rescision-relacion
53	60	/calculadora-percentil-bebe-oms
53	56	/calculadora-costo-supermercado-canasta-basica
