# Tier 2 — 144 calcs con >=60 dias, 0 sesiones organicas (TODOS los buscadores) y 0 trafico pago.
# Ver reports/poda-tier2-144-2026-07-25.csv
/argentina/san-juan/calculadora-patente-auto-provincia	/argentina/caba/calculadora-impuesto-sellos-inmueble-contrato
/blog/como-ahorrar-en-dolares-argentina	/blog/salario-minimo-mexico-2027-que-se-espera
/blog/informe-financiero-argentina-2026-04	/blog/salario-minimo-mexico-2027-que-se-espera
/calculadora-ahorro-led-vs-incandescente	/calculadora-antiguedad-laboral
/calculadora-airdrop-jupiter-ena-pyth-eligibility-puntos	/calculadora-actualizacion-inflacion-ipc
/calculadora-burn-rate-runway-startup	/calculadora-derechos-tv-mundial-2026-argentina-espana-mexico-brasil
/calculadora-ciclo-circadiano-estudio	/calculadora-palabras-paginas-conversor
/calculadora-clausula-formacion-fifa-joven-jugador	/calculadora-derechos-tv-mundial-2026-argentina-espana-mexico-brasil
/calculadora-costo-hijo-primer-ano	/calculadora-antiguedad-laboral
/calculadora-costo-hora-ilustrador-digital	/calculadora-derechos-tv-mundial-2026-argentina-espana-mexico-brasil
/calculadora-crecimiento-seguidores-proyeccion	/calculadora-stream-bitrate-calidad
/calculadora-deuda-bola-nieve	/calculadora-actualizacion-inflacion-ipc
/calculadora-dias-preparacion-examen-oficial-idioma	/calculadora-equivalencia-toefl-ielts-cambridge-mcer
/calculadora-ecuaciones-cinematicas-mru-mrua	/calculadora-presion-atmosferica-altitud-barometrica
/calculadora-emigrar-espana-presupuesto-inicial-6meses	/calculadora-millas-avianca-lifemiles
/calculadora-evaporation-rate-boil	/calculadora-porcion-arroz-gramos-personas
/calculadora-factorial-numero-n	/conversor-numero-a-letras-cantidad
/calculadora-horas-aprender-ingles-nivel-c1	/calculadora-palabras-paginas-conversor
/calculadora-horas-maestria-curva-aprendizaje-80-20	/calculadora-palabras-paginas-conversor
/calculadora-impuesto-ganancia-cripto-argentina-2026	/calculadora-actualizacion-inflacion-ipc
/calculadora-indemnizacion-despido-improcedente-espana-33-dias	/calculadora-antiguedad-laboral
/calculadora-inversion-dolarizada-cocos-balanz-rendimiento	/calculadora-actualizacion-inflacion-ipc
/calculadora-macros-objetivo-fitness	/calculadora-mundial-2026-bonus-jugador-fase
/calculadora-peliculas-sin-subtitulos-horas-idioma	/calculadora-equivalencia-toefl-ielts-cambridge-mcer
/calculadora-pendle-pt-yt-vencimiento-fixed-yield	/calculadora-actualizacion-inflacion-ipc
/calculadora-prestamo-cuota-mensual-mexico	/calculadora-actualizacion-inflacion-ipc
/calculadora-presupuesto-diario-mochilero-ciudad	/calculadora-millas-avianca-lifemiles
/calculadora-presupuesto-viaje-santiago-chile	/calculadora-millas-avianca-lifemiles
/calculadora-puntaje-delf-frances	/calculadora-palabras-paginas-conversor
/calculadora-puntaje-ingreso-universidad	/calculadora-palabras-paginas-conversor
/calculadora-rebalanceo-portafolio-target	/calculadora-actualizacion-inflacion-ipc
/calculadora-regresion-lineal-simple	/conversor-numero-a-letras-cantidad
/calculadora-remesa-western-union-usa-mexico	/calculadora-actualizacion-inflacion-ipc
